PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Deck,FamilySize,IsAlone,Title,TitleGroup,TicketPrefix,FarePerPerson,TicketCount,AgeBand,FareBand,FamilySizeBand,Age_Pclass,FPP_Pclass,Sex_Pclass,IsAlone_Sex,log_Fare,log_FarePerPerson,SexBin,Age_Sex,AgeBand_Sex,Deck_Pclass,Age_sq,SurnameCount
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,S,U,2,0,Mrs,Common,SC/AH,13.0,1,3,1,1,84.0,26.0,2,0,3.295836866004329,2.6390573296152584,1,42.0,3_female,U_2,1764.0,1
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,S,U,1,1,Mr,Common,STON/O,7.125,1,1,0,0,51.0,21.375,0,0,2.094945728215801,2.094945728215801,0,0.0,1_male,U_3,289.0,1
435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,S,E,2,0,Mr,Common,NONE,27.95,2,3,2,1,50.0,27.95,0,0,4.041295341132285,3.3655702040190043,0,0.0,3_male,E_1,2500.0,2
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,S,B,4,0,Miss,Common,NONE,30.0,4,1,3,2,14.0,30.0,1,0,4.795790545596741,3.4339872044851463,1,14.0,1_female,B_1,196.0,6
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,S,U,5,0,Miss,Common,W./C.,6.875,4,2,2,2,63.0,20.625,3,0,3.5660053559634015,2.063693184711697,1,21.0,2_female,U_3,441.0,4
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,S,U,6,0,Mrs,Common,NONE,3.125,3,2,1,3,48.0,6.25,2,0,2.9831534913471307,1.4170660197866443,1,24.0,2_female,U_2,576.0,3
439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,S,C,6,0,Mr,Common,NONE,43.833333333333336,4,4,4,3,64.0,43.833333333333336,0,0,5.575949103146316,3.802951910373784,0,0.0,4_male,C_1,4096.0,4
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,S,U,1,1,Mr,Common,C.A.,10.5,1,2,1,0,62.0,21.0,0,0,2.4423470353692043,2.4423470353692043,0,0.0,2_male,U_2,961.0,1
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,S,U,3,0,Mrs,Common,F.C.C.,8.75,3,3,1,1,90.0,17.5,2,0,3.305053521109253,2.277267285009756,1,45.0,3_female,U_2,2025.0,4
442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,S,U,1,1,Mr,Common,NONE,9.5,1,2,0,0,60.0,28.5,0,0,2.3513752571634776,2.3513752571634776,0,0.0,2_male,U_3,400.0,1
443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,S,U,2,0,Mr,Common,NONE,3.8875,1,2,0,1,75.0,11.662500000000001,0,0,2.1719067693519296,1.5866809253114842,0,0.0,2_male,U_3,625.0,1
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,S,U,1,1,Miss,Common,NONE,13.0,1,2,1,0,56.0,26.0,2,1,2.6390573296152584,2.6390573296152584,1,28.0,2_female,U_2,784.0,1
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,25.0,0,0,65306,8.1125,S,U,1,1,Mr,Common,NONE,8.1125,1,2,0,0,75.0,24.337500000000002,0,0,2.2096470973347766,2.2096470973347766,0,0.0,2_male,U_3,625.0,1
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,S,A,3,0,Master,Common,NONE,27.2861,1,0,2,1,4.0,27.2861,0,0,4.417131919904876,3.342370517909884,0,0.0,0_male,A_1,16.0,1
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,S,U,2,0,Miss,Common,NONE,9.75,2,1,1,1,26.0,19.5,2,0,3.0204248861443626,2.3749057545736716,1,13.0,1_female,U_2,169.0,2
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,S,U,1,1,Mr,Common,NONE,26.55,1,2,1,0,34.0,26.55,0,0,3.3160025355989236,3.3160025355989236,0,0.0,2_male,U_1,1156.0,1
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,C,U,4,0,Miss,Common,NONE,4.814575,4,0,1,2,15.0,14.443724999999999,3,0,3.0085645861193133,1.7603676964552861,1,5.0,0_female,U_3,25.0,4
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,S,C,1,1,Officer,Officer,NONE,30.5,1,3,2,0,52.0,30.5,0,0,3.449987545831587,3.449987545831587,0,0.0,3_male,C_1,2704.0,1
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,S,U,4,0,Mr,Common,C.A.,6.9375,3,3,1,2,72.0,13.875,0,0,3.3586377672433594,2.07159836421881,0,0.0,3_male,U_2,1296.0,3
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,25.0,1,0,65303,19.9667,S,U,2,0,Mr,Common,NONE,9.98335,1,2,1,1,75.0,29.950049999999997,0,0,3.0429354648621407,2.396380489729938,0,0.0,2_male,U_3,625.0,2
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C,C,1,1,Mr,Common,NONE,27.75,1,2,1,0,30.0,27.75,0,0,3.3586377672433594,3.3586377672433594,0,0.0,2_male,C_1,900.0,1
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C,C,2,0,Mr,Common,NONE,44.5521,2,3,2,1,49.0,44.5521,0,0,4.500966778400217,3.8188567258265635,0,0.0,3_male,C_1,2401.0,2
455,0,3,"Peduzzi, Mr. Joseph",male,25.0,0,0,A/5 2817,8.05,S,U,1,1,Mr,Common,A/,8.05,1,2,0,0,75.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,625.0,1
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,C,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,87.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,841.0,1
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,S,E,1,1,Mr,Common,NONE,26.55,1,4,1,0,65.0,26.55,0,0,3.3160025355989236,3.3160025355989236,0,0.0,4_male,E_1,4225.0,1
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,35.0,1,0,17464,51.8625,S,D,2,0,Mrs,Common,NONE,25.93125,1,2,2,1,35.0,25.93125,1,0,3.967694202798607,3.293287322382011,1,35.0,2_female,D_1,1225.0,1
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,S,U,1,1,Miss,Common,F.C.C.,10.5,1,3,1,0,100.0,21.0,2,1,2.4423470353692043,2.4423470353692043,1,50.0,3_female,U_2,2500.0,1
460,0,3,"O'Connor, Mr. Maurice",male,25.0,0,0,371060,7.75,Q,U,1,1,Mr,Common,NONE,7.75,1,2,0,0,75.0,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,2_male,U_3,625.0,1
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,S,E,1,1,Mr,Common,NONE,26.55,1,3,1,0,48.0,26.55,0,0,3.3160025355989236,3.3160025355989236,0,0.0,3_male,E_1,2304.0,1
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,S,U,1,1,Mr,Common,NONE,8.05,1,2,0,0,102.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,1156.0,2
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,S,E,1,1,Mr,Common,NONE,38.5,1,3,2,0,47.0,38.5,0,0,3.676300671907076,3.676300671907076,0,0.0,3_male,E_1,2209.0,1
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,3,1,0,96.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,3_male,U_2,2304.0,1
465,0,3,"Maisner, Mr. Simon",male,25.0,0,0,A/S 2816,8.05,S,U,1,1,Mr,Common,A/S,8.05,1,2,0,0,75.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,625.0,1
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,S,U,1,1,Mr,Common,SOTON/O.Q.,7.05,1,3,0,0,114.0,21.15,0,0,2.0856720914304723,2.0856720914304723,0,0.0,3_male,U_3,1444.0,1
467,0,2,"Campbell, Mr. William",male,30.0,0,0,239853,0.0,S,U,1,1,Mr,Common,NONE,0.0,3,2,0,0,60.0,0.0,0,0,0.0,0.0,0,0.0,2_male,U_2,900.0,1
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,S,U,1,1,Mr,Common,NONE,26.55,1,3,1,0,56.0,26.55,0,0,3.3160025355989236,3.3160025355989236,0,0.0,3_male,U_1,3136.0,1
469,0,3,"Scanlan, Mr. James",male,25.0,0,0,36209,7.725,Q,U,1,1,Mr,Common,NONE,7.725,1,2,0,0,75.0,23.174999999999997,0,0,2.1661924680884908,2.1661924680884908,0,0.0,2_male,U_3,625.0,1
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,C,U,4,0,Miss,Common,NONE,4.814575,4,0,1,2,2.25,14.443724999999999,3,0,3.0085645861193133,1.7603676964552861,1,0.75,0_female,U_3,0.5625,4
471,0,3,"Keefe, Mr. Arthur",male,25.0,0,0,323592,7.25,S,U,1,1,Mr,Common,NONE,7.25,1,2,0,0,75.0,21.75,0,0,2.1102132003465894,2.1102132003465894,0,0.0,2_male,U_3,625.0,1
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,S,U,1,1,Mr,Common,NONE,8.6625,1,3,0,0,114.0,25.987499999999997,0,0,2.2682524139135403,2.2682524139135403,0,0.0,3_male,U_3,1444.0,2
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,S,U,4,0,Mrs,Common,C.A.,6.9375,3,2,1,2,66.0,13.875,2,0,3.3586377672433594,2.07159836421881,1,33.0,2_female,U_2,1089.0,3
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,C,D,1,1,Mrs,Common,SC/AH,13.7917,1,2,1,0,46.0,27.5834,2,1,2.694066212646058,2.694066212646058,1,23.0,2_female,D_2,529.0,1
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,S,U,1,1,Miss,Common,NONE,9.8375,1,2,0,0,66.0,29.512500000000003,3,1,2.3830123421066602,2.3830123421066602,1,22.0,2_female,U_3,484.0,1
476,0,1,"Clifford, Mr. George Quincy",male,40.0,0,0,110465,52.0,S,A,1,1,Mr,Common,NONE,52.0,2,3,2,0,40.0,52.0,0,0,3.970291913552122,3.970291913552122,0,0.0,3_male,A_1,1600.0,1
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,S,U,2,0,Mr,Common,NONE,10.5,2,2,1,1,68.0,21.0,0,0,3.091042453358316,2.4423470353692043,0,0.0,2_male,U_2,1156.0,2
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,S,U,2,0,Mr,Common,NONE,3.5229,1,2,0,1,87.0,10.5687,0,0,2.0851502161468174,1.5091533810317492,0,0.0,2_male,U_3,841.0,2
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,S,U,1,1,Mr,Common,NONE,7.5208,1,2,0,0,66.0,22.5624,0,0,2.142510233146819,2.142510233146819,0,0.0,2_male,U_3,484.0,1
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,S,U,2,0,Miss,Common,NONE,6.14375,1,0,1,1,6.0,18.43125,3,0,2.586823743668066,1.9662378485609837,1,2.0,0_female,U_3,4.0,1
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,S,U,8,0,Master,Common,CA,5.8625,6,0,2,3,27.0,17.5875,0,0,3.8691155044168695,1.926071806835649,0,0.0,0_male,U_3,81.0,6
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,30.0,0,0,239854,0.0,S,U,1,1,Mr,Common,NONE,0.0,1,2,0,0,60.0,0.0,0,0,0.0,0.0,0,0.0,2_male,U_2,900.0,1
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,S,U,1,1,Mr,Common,A/,8.05,1,3,0,0,150.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,3_male,U_3,2500.0,1
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,S,U,1,1,Mrs,Common,NONE,9.5875,1,4,0,0,189.0,28.762500000000003,3,1,2.3596740599781727,2.3596740599781727,1,63.0,4_female,U_3,3969.0,1
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,C,B,2,0,Mr,Common,NONE,45.5396,2,2,2,1,25.0,45.5396,0,0,4.5226490762785785,3.8403035630800124,0,0.0,2_male,B_1,625.0,2
486,0,3,"Lefebre, Miss. Jeannie",female,21.5,3,1,4133,25.4667,S,U,5,0,Miss,Common,NONE,5.09334,4,2,1,2,64.5,15.28002,3,0,3.275887339030031,1.8071963714491994,1,21.5,2_female,U_3,462.25,4
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,S,C,2,0,Mrs,Common,NONE,45.0,2,2,2,1,35.0,45.0,1,0,4.51085950651685,3.828641396489095,1,35.0,2_female,C_1,1225.0,3
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,C,B,1,1,Mr,Common,NONE,29.7,1,3,1,0,58.0,29.7,0,0,3.4242626545931514,3.4242626545931514,0,0.0,3_male,B_1,3364.0,1
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,S,U,1,1,Mr,Common,A.,8.05,1,2,0,0,90.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,900.0,1
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,S,U,3,0,Master,Common,C.A.,5.3,2,0,1,1,27.0,15.899999999999999,0,0,2.8273136219290276,1.840549633397487,0,0.0,0_male,U_3,81.0,2
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,25.0,1,0,65304,19.9667,S,U,2,0,Mr,Common,NONE,9.98335,1,2,1,1,75.0,29.950049999999997,0,0,3.0429354648621407,2.396380489729938,0,0.0,2_male,U_3,625.0,2
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,S,U,1,1,Mr,Common,SOTON/OQ,7.25,1,2,0,0,63.0,21.75,0,0,2.1102132003465894,2.1102132003465894,0,0.0,2_male,U_3,441.0,1
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,S,C,1,1,Mr,Common,NONE,30.5,1,3,2,0,55.0,30.5,0,0,3.449987545831587,3.449987545831587,0,0.0,3_male,C_1,3025.0,1
494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,C,U,1,1,Mr,Common,PC,49.5042,1,4,2,0,71.0,49.5042,0,0,3.922056501139853,3.922056501139853,0,0.0,4_male,U_1,5041.0,1
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,S,U,1,1,Mr,Common,A/,8.05,1,2,0,0,63.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,441.0,2
496,0,3,"Yousseff, Mr. Gerious",male,25.0,0,0,2627,14.4583,C,U,1,1,Mr,Common,NONE,14.4583,2,2,1,0,75.0,43.3749,0,0,2.738146075922933,2.738146075922933,0,0.0,2_male,U_3,625.0,1
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,C,D,2,0,Miss,Common,NONE,39.13335,2,3,2,1,54.0,39.13335,1,0,4.37281811610993,3.6922076594889166,1,54.0,3_female,D_1,2916.0,1
498,0,3,"Shellard, Mr. Frederick William",male,25.0,0,0,C.A. 6212,15.1,S,U,1,1,Mr,Common,C.A.,15.1,1,2,1,0,75.0,45.3,0,0,2.7788192719904172,2.7788192719904172,0,0.0,2_male,U_3,625.0,1
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,S,C,4,0,Mrs,Common,NONE,37.8875,4,2,3,2,25.0,37.8875,1,0,5.027492411162679,3.6606728622237554,1,25.0,2_female,C_1,625.0,3
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,S,U,1,1,Mr,Common,NONE,7.7958,1,2,0,0,72.0,23.3874,0,0,2.174274334826008,2.174274334826008,0,0.0,2_male,U_3,576.0,2
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,S,U,1,1,Mr,Common,NONE,8.6625,1,1,0,0,51.0,25.987499999999997,0,0,2.2682524139135403,2.2682524139135403,0,0.0,1_male,U_3,289.0,2
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Q,U,1,1,Miss,Common,NONE,7.75,1,2,0,0,63.0,23.25,3,1,2.169053700369523,2.169053700369523,1,21.0,2_female,U_3,441.0,1
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,21.5,0,0,330909,7.6292,Q,U,1,1,Miss,Common,NONE,7.6292,1,2,0,0,64.5,22.8876,3,1,2.155151800914312,2.155151800914312,1,21.5,2_female,U_3,462.25,1
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,S,U,1,1,Miss,Common,NONE,9.5875,1,3,0,0,111.0,28.762500000000003,3,1,2.3596740599781727,2.3596740599781727,1,37.0,3_female,U_3,1369.0,1
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,S,B,1,1,Miss,Common,NONE,86.5,3,1,2,0,16.0,86.5,1,1,4.471638793363569,4.471638793363569,1,16.0,1_female,B_1,256.0,1
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C,C,2,0,Mr,Common,PC,54.45,2,1,3,1,18.0,54.45,0,0,4.699570861409576,4.015481713796376,0,0.0,1_male,C_1,324.0,2
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,S,U,3,0,Mrs,Common,NONE,8.666666666666666,2,2,1,1,66.0,17.333333333333332,2,0,3.295836866004329,2.268683541318364,1,33.0,2_female,U_2,1089.0,2
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,40.0,0,0,111427,26.55,S,U,1,1,Mr,Common,NONE,26.55,1,3,1,0,40.0,26.55,0,0,3.3160025355989236,3.3160025355989236,0,0.0,3_male,U_1,1600.0,1
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,S,U,1,1,Mr,Common,C,22.525,1,2,1,0,84.0,67.57499999999999,0,0,3.1580636854714434,3.1580636854714434,0,0.0,2_male,U_3,784.0,3
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,S,U,1,1,Mr,Common,NONE,56.4958,7,2,2,0,78.0,169.4874,0,0,4.05171190165724,4.05171190165724,0,0.0,2_male,U_3,676.0,1
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Q,U,1,1,Mr,Common,NONE,7.75,1,2,0,0,87.0,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,2_male,U_3,841.0,2
512,0,3,"Webber, Mr. James",male,25.0,0,0,SOTON/OQ 3101316,8.05,S,U,1,1,Mr,Common,SOTON/OQ,8.05,1,2,0,0,75.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,625.0,2
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,S,E,1,1,Mr,Common,PC,26.2875,1,3,1,0,36.0,26.2875,0,0,3.3064287218760624,3.3064287218760624,0,0.0,3_male,E_1,1296.0,1
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,C,U,2,0,Mrs,Common,PC,29.7,1,3,2,1,54.0,29.7,1,0,4.100989104940769,3.4242626545931514,1,54.0,3_female,U_1,2916.0,1
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,S,U,1,1,Mr,Common,NONE,7.4958,1,2,0,0,72.0,22.4874,0,0,2.139571923732859,2.139571923732859,0,0.0,2_male,U_3,576.0,2
516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,S,D,1,1,Mr,Common,NONE,34.0208,1,3,2,0,47.0,34.0208,0,0,3.5559421706858756,3.5559421706858756,0,0.0,3_male,D_1,2209.0,1
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,S,F,1,1,Mrs,Common,C.A.,10.5,1,2,1,0,68.0,21.0,2,1,2.4423470353692043,2.4423470353692043,1,34.0,2_female,F_2,1156.0,1
518,0,3,"Ryan, Mr. Patrick",male,25.0,0,0,371110,24.15,Q,U,1,1,Mr,Common,NONE,24.15,3,2,1,0,75.0,72.44999999999999,0,0,3.224857896545748,3.224857896545748,0,0.0,2_male,U_3,625.0,1
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,S,U,2,0,Mrs,Common,NONE,13.0,1,3,1,1,72.0,26.0,2,0,3.295836866004329,2.6390573296152584,1,36.0,3_female,U_2,1296.0,1
520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,96.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,1024.0,1
521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,S,B,1,1,Miss,Common,NONE,93.5,2,2,2,0,30.0,93.5,1,1,4.548599834499697,4.548599834499697,1,30.0,2_female,B_1,900.0,1
522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,66.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,484.0,1
523,0,3,"Lahoud, Mr. Sarkis",male,25.0,0,0,2624,7.225,C,U,1,1,Mr,Common,NONE,7.225,1,2,0,0,75.0,21.674999999999997,0,0,2.1071782966514356,2.1071782966514356,0,0.0,2_male,U_3,625.0,1
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,C,B,2,0,Mrs,Common,NONE,28.9896,2,3,2,1,44.0,28.9896,1,0,4.077184839375167,3.400850654892709,1,44.0,3_female,B_1,1936.0,2
525,0,3,"Kassem, Mr. Fared",male,25.0,0,0,2700,7.2292,C,U,1,1,Mr,Common,NONE,7.2292,1,2,0,0,75.0,21.6876,0,0,2.1076888046179385,2.1076888046179385,0,0.0,2_male,U_3,625.0,1
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,Q,U,1,1,Mr,Common,NONE,7.75,1,3,0,0,121.5,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,3_male,U_3,1640.25,1
527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,S,U,1,1,Miss,Common,W./C.,10.5,1,3,1,0,100.0,21.0,2,1,2.4423470353692043,2.4423470353692043,1,50.0,3_female,U_2,2500.0,1
528,0,1,"Farthing, Mr. John",male,40.0,0,0,PC 17483,221.7792,S,C,1,1,Mr,Common,PC,221.7792,1,3,3,0,40.0,221.7792,0,0,5.406181146423973,5.406181146423973,0,0.0,3_male,C_1,1600.0,1
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,S,U,1,1,Mr,Common,NONE,7.925,1,3,0,0,117.0,23.775,0,0,2.188856327665703,2.188856327665703,0,0.0,3_male,U_3,1521.0,1
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,S,U,4,0,Mr,Common,NONE,2.875,1,2,1,2,46.0,5.75,0,0,2.5257286443082556,1.3545456628053103,0,0.0,2_male,U_2,529.0,2
531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,S,U,3,0,Miss,Common,NONE,8.666666666666666,2,0,1,1,4.0,17.333333333333332,2,0,3.295836866004329,2.268683541318364,1,2.0,0_female,U_2,4.0,2
532,0,3,"Toufik, Mr. Nakli",male,25.0,0,0,2641,7.2292,C,U,1,1,Mr,Common,NONE,7.2292,1,2,0,0,75.0,21.6876,0,0,2.1076888046179385,2.1076888046179385,0,0.0,2_male,U_3,625.0,1
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,C,U,3,0,Mr,Common,NONE,2.409733333333333,1,1,0,1,51.0,7.229199999999999,0,0,2.1076888046179385,1.2266340868690149,0,0.0,1_male,U_3,289.0,3
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,21.5,0,2,2668,22.3583,C,U,3,0,Mrs,Common,NONE,7.452766666666666,2,2,1,1,64.5,22.3583,3,0,3.1509523813392697,2.134493803953674,1,21.5,2_female,U_3,462.25,2
535,0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,S,U,1,1,Miss,Common,NONE,8.6625,1,2,0,0,90.0,25.987499999999997,3,1,2.2682524139135403,2.2682524139135403,1,30.0,2_female,U_3,900.0,2
536,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,S,U,3,0,Miss,Common,F.C.C.,8.75,3,0,1,1,14.0,17.5,2,0,3.305053521109253,2.277267285009756,1,7.0,0_female,U_2,49.0,4
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,S,B,1,1,Officer,Officer,NONE,26.55,1,3,1,0,45.0,26.55,0,0,3.3160025355989236,3.3160025355989236,0,0.0,3_male,B_1,2025.0,1
538,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,C,U,1,1,Miss,Common,PC,106.425,2,2,3,0,30.0,106.425,1,1,4.676792929661059,4.676792929661059,1,30.0,2_female,U_1,900.0,1
539,0,3,"Risien, Mr. Samuel Beard",male,25.0,0,0,364498,14.5,S,U,1,1,Mr,Common,NONE,14.5,1,2,1,0,75.0,43.5,0,0,2.740840023925201,2.740840023925201,0,0.0,2_male,U_3,625.0,1
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,C,B,3,0,Miss,Common,NONE,16.5,1,2,2,1,22.0,16.5,1,0,3.9219733362813143,2.8622008809294686,1,22.0,2_female,B_1,484.0,1
541,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,S,B,3,0,Miss,Common,WE/P,23.666666666666668,2,3,2,1,36.0,23.666666666666668,1,0,4.276666119016055,3.20545280453606,1,36.0,3_female,B_1,1296.0,2
